,animist,catholic,coptic,gelugpa,hindu,jewish,mahayana,orthodox,protestant,shiite,shinto,sikh,sunni,theravada
1836,16879990.0,38318181.0,788187.0,2892884.0,27785464.0,898565.0,102989746.0,16154879.0,17579928.0,1666990.0,1667698.0,299248.0,24416692.0,2443099.0
1837,15748022.0,38615695.0,852255.0,2917173.0,27793083.0,878209.0,103626995.0,16323425.0,18389355.0,1758801.0,1470371.0,506052.0,24729310.0,2459676.0
1838,15284731.0,38769563.0,876614.0,2926456.0,27802111.0,871582.0,103897459.0,16361029.0,18674410.0,1795022.0,1393673.0,574260.0,24896074.0,2466295.0
1839,14541264.0,39026098.0,916677.0,2942490.0,27839476.0,861036.0,104323588.0,16482185.0,19079951.0,1853105.0,1275775.0,669119.0,25139318.0,2477042.0
1840,13966670.0,39246406.0,949942.0,2955683.0,27831041.0,851044.0,104683471.0,16579609.0,19474239.0,1897188.0,1218175.0,777910.0,25264439.0,2474337.0
1841,13450678.0,39462435.0,979049.0,2962901.0,27824766.0,841610.0,105059252.0,16689105.0,19857775.0,1946225.0,1174930.0,881168.0,25325878.0,2477740.0
1842,13032565.0,39533292.0,1002346.0,2972219.0,27845804.0,831632.0,104632141.0,16769525.0,20171365.0,1985913.0,1115669.0,894280.0,25437382.0,2483645.0
1843,12637404.0,39630786.0,1024527.0,2982142.0,27820532.0,824220.0,104386221.0,16848533.0,20497099.0,2028517.0,1063581.0,940206.0,25490793.0,2489748.0
1844,12262850.0,39834209.0,1045926.0,2991726.0,27843306.0,818141.0,104770745.0,16934257.0,20799744.0,2066676.0,1021419.0,973791.0,25559822.0,2496871.0
1845,11890373.0,39968009.0,1066155.0,2970962.0,26968205.0,812443.0,104890152.0,17020031.0,21114380.0,2108608.0,978738.0,990775.0,25430333.0,2501051.0
1846,11533918.0,40104437.0,1084029.0,2930111.0,27038242.0,807493.0,105194964.0,17099679.0,21419622.0,2146541.0,932032.0,1002049.0,25472440.0,2490481.0
1847,11221063.0,40269332.0,1099496.0,2908914.0,27070948.0,802757.0,105553708.0,17188784.0,21730450.0,2183698.0,919775.0,1009525.0,25514209.0,2494056.0
1848,10941636.0,40412084.0,1108598.0,2916616.0,27137075.0,798286.0,105843622.0,17289163.0,22029129.0,2215881.0,911940.0,1017209.0,25559164.0,2488669.0
1849,10687271.0,40569436.0,1121964.0,2925183.0,27218589.0,794566.0,106175316.0,17396959.0,22312360.0,2247871.0,903934.0,1024698.0,25601978.0,2472220.0
1850,10464333.0,40778688.0,1134434.0,2933987.0,27292681.0,791039.0,106411236.0,17479404.0,22566470.0,2280515.0,896199.0,1028527.0,25661095.0,2468622.0
1851,10263124.0,41033537.0,1145202.0,2942396.0,27368893.0,788009.0,106744893.0,17592112.0,22773726.0,2301889.0,839883.0,1031755.0,25682118.0,2469044.0
1852,10080876.0,41296271.0,1154979.0,2950745.0,27439994.0,785415.0,107076493.0,17707475.0,23054404.0,2329231.0,785160.0,1035829.0,25706342.0,2471012.0
1853,9875973.0,41471976.0,1163975.0,2958950.0,27449989.0,782787.0,107433988.0,17785598.0,23345096.0,2343065.0,732782.0,1102031.0,25695756.0,2462729.0
1854,9721283.0,41720630.0,1172061.0,2965999.0,27411158.0,776847.0,107721925.0,17771590.0,23638552.0,2359626.0,680583.0,1166738.0,25667929.0,2423160.0
1855,9557970.0,42038442.0,1180836.0,2960655.0,27391233.0,770153.0,107936364.0,17796014.0,23931771.0,2368931.0,627666.0,1237827.0,25654261.0,2401257.0
1856,9451235.0,42164407.0,1186991.0,2957873.0,27440987.0,766283.0,108241847.0,17855638.0,24193079.0,2389565.0,593545.0,1285483.0,25682748.0,2423308.0
1857,9251185.0,42545972.0,1196204.0,2967945.0,27640928.0,763596.0,108805230.0,17947250.0,24623319.0,2410154.0,539744.0,1353507.0,25764874.0,2431426.0
1858,9174450.0,42600837.0,1199289.0,2972507.0,27730513.0,762782.0,108940595.0,18012496.0,24722213.0,2416966.0,521706.0,1376228.0,25799861.0,2434637.0
1859,9042546.0,42962392.0,1193650.0,2983688.0,27986696.0,759389.0,109362578.0,18159679.0,25045205.0,2430676.0,480196.0,1426989.0,25840267.0,2437231.0
1860,8910723.0,43193613.0,1195586.0,2992836.0,28126743.0,760802.0,109791530.0,18357007.0,25552006.0,2421634.0,444064.0,1435983.0,25933074.0,2444401.0
1861,8823835.0,43415245.0,1200839.0,2999357.0,28327866.0,763566.0,109644707.0,18546916.0,25842648.0,2427580.0,419395.0,1452656.0,26146629.0,2450094.0
1862,8780253.0,43560357.0,1203356.0,3002630.0,28456291.0,764950.0,109759255.0,18660508.0,26006545.0,2435399.0,406318.0,1463911.0,26301588.0,2454029.0
1863,8697079.0,43978444.0,1208416.0,3002103.0,28663597.0,768464.0,109772336.0,18895842.0,26332667.0,2361306.0,381374.0,1493498.0,26596697.0,2459740.0
1864,8620539.0,44381552.0,1212778.0,2992754.0,28778648.0,771986.0,109984093.0,19132095.0,26689307.0,2331712.0,358788.0,1524468.0,26855346.0,2464588.0
1865,8543907.0,44512062.0,1216897.0,2998616.0,29022200.0,769491.0,110263524.0,19216043.0,26935943.0,2340624.0,337946.0,1554344.0,27104471.0,2459229.0
1866,8453233.0,44488057.0,1221154.0,3004780.0,29289722.0,766164.0,110241659.0,19235062.0,27094410.0,2342029.0,320243.0,1579239.0,27253989.0,2458234.0
1867,8399197.0,44496163.0,1221022.0,3008909.0,29354667.0,764239.0,110129711.0,19299330.0,27335482.0,2350726.0,307423.0,1593549.0,27428323.0,2442851.0
1868,8364470.0,44455511.0,1229461.0,3011450.0,29349345.0,754285.0,109947704.0,19218466.0,27522790.0,2350670.0,296263.0,1600412.0,27489991.0,2392129.0
1869,8320927.0,44663187.0,1237508.0,3015834.0,29504262.0,752420.0,109989750.0,19217553.0,27888827.0,2352504.0,285541.0,1609665.0,27585164.0,2390316.0
1870,8280465.0,44995670.0,1240715.0,3021384.0,29717684.0,754638.0,110034502.0,19238193.0,28284744.0,2356310.0,273914.0,1618251.0,27759090.0,2396106.0
1871,8241627.0,45312026.0,1234955.0,3026136.0,29849457.0,754011.0,110143080.0,19298615.0,28645246.0,2353986.0,259737.0,1630990.0,27912507.0,2399237.0
1872,8173628.0,45670632.0,1232342.0,3030278.0,30070910.0,746892.0,110294960.0,19310648.0,29098602.0,2367314.0,247052.0,1650449.0,28193765.0,2385226.0
1873,8040822.0,46051249.0,1228057.0,3035277.0,30254995.0,744397.0,110526665.0,19355785.0,29590220.0,2381029.0,236649.0,1671251.0,28419128.0,2358828.0
1874,7867363.0,46235323.0,1211513.0,3032107.0,30309763.0,738913.0,110747953.0,19336315.0,30063969.0,2377352.0,228287.0,1679259.0,28550503.0,2326994.0
1875,7597689.0,46628674.0,1188054.0,2988802.0,30594976.0,731782.0,111011719.0,19289609.0,31025440.0,2376123.0,220858.0,1693708.0,28859974.0,2322306.0
1876,7256145.0,47365325.0,1165854.0,2995199.0,30801160.0,728384.0,111425313.0,19469347.0,31538582.0,2400304.0,214900.0,1713964.0,29110342.0,2328271.0
1877,7151921.0,47504299.0,1160682.0,2997175.0,30806265.0,727593.0,111551433.0,19525298.0,31648236.0,2407188.0,213473.0,1719376.0,29214254.0,2331007.0
1878,6862522.0,47654244.0,1148585.0,3000660.0,31052371.0,724503.0,111831891.0,19685106.0,31755915.0,2423702.0,212991.0,1732530.0,29423821.0,2337892.0
1879,6535388.0,47725198.0,1137320.0,3003981.0,30583183.0,720009.0,112186340.0,19777001.0,31635547.0,2436916.0,213257.0,1745037.0,29333924.0,2335602.0
1880,6261502.0,48089413.0,1126455.0,3007796.0,30926536.0,722059.0,112571413.0,19976944.0,31374491.0,2450302.0,214573.0,1759934.0,29609301.0,2342188.0
1881,6074582.0,48428007.0,1117885.0,3010545.0,31211622.0,721914.0,112910661.0,20117504.0,31381016.0,2457412.0,217527.0,1771167.0,29781183.0,2339677.0
1882,5895326.0,48857904.0,1099290.0,3013046.0,31416149.0,714073.0,113290801.0,20213155.0,31818085.0,2480130.0,220499.0,1783277.0,30054448.0,2338072.0
1883,5730208.0,49385238.0,1079075.0,2916004.0,31652474.0,717138.0,113297318.0,20376719.0,32344225.0,2507253.0,224284.0,1794799.0,30042390.0,2329411.0
1884,5522218.0,50076455.0,1056264.0,2923277.0,31843027.0,717366.0,113780399.0,20360964.0,33004801.0,2541051.0,229457.0,1809747.0,30361983.0,2318664.0
1885,5379072.0,50444382.0,1045870.0,2925966.0,32069915.0,715991.0,114007935.0,20178606.0,33384185.0,2456761.0,232714.0,1815592.0,30539207.0,2321721.0
1886,5133078.0,51262808.0,1020368.0,2921076.0,32532754.0,711395.0,113332845.0,20070954.0,34188092.0,2492510.0,239991.0,1825760.0,30898038.0,2323900.0
1887,5004989.0,51440714.0,1010408.0,2923699.0,32761160.0,709949.0,113443330.0,20110197.0,34679059.0,2508456.0,241480.0,1831188.0,31064023.0,2328877.0
1888,4895045.0,51952112.0,995904.0,2926291.0,33079120.0,708852.0,113773900.0,20293543.0,35280927.0,2534499.0,247742.0,1837519.0,31290541.0,2334594.0
1889,4767460.0,52453675.0,984976.0,2929313.0,33481807.0,711459.0,114120835.0,20505662.0,35949626.0,2561204.0,254989.0,1844159.0,31534738.0,2341223.0
1890,4628310.0,52928667.0,977060.0,2931841.0,33373585.0,705429.0,114498422.0,20710848.0,36656671.0,2591307.0,264373.0,1852520.0,31723918.0,2342238.0
1891,4478959.0,53421175.0,970869.0,2935393.0,33767734.0,709742.0,114880138.0,20891819.0,37408865.0,2582344.0,273870.0,1860783.0,31949796.0,2347264.0
1892,4348514.0,54203004.0,963406.0,2935399.0,34143476.0,713754.0,115326004.0,21133254.0,38319143.0,2618358.0,286850.0,1869617.0,32254825.0,2356753.0
1893,4255432.0,54855051.0,953706.0,2937574.0,34417622.0,716705.0,115700121.0,21284182.0,39061879.0,2636909.0,298699.0,1877643.0,32515612.0,2337916.0
1894,4168214.0,55461319.0,948986.0,2933853.0,34697492.0,718102.0,115921085.0,21448034.0,39745749.0,2667008.0,311272.0,1885175.0,32724398.0,2324951.0
1895,4104692.0,56137469.0,907195.0,2936393.0,34983001.0,715512.0,116290548.0,21612601.0,40458447.0,2698912.0,324718.0,1893798.0,32974574.0,2318564.0
1896,4024449.0,56896540.0,901567.0,2937775.0,35294283.0,718087.0,116788950.0,21783591.0,41278798.0,2644598.0,339528.0,1902984.0,33250305.0,2280171.0
1897,3958808.0,57283845.0,897963.0,2940138.0,35487922.0,720588.0,117093893.0,21851634.0,41733955.0,2664444.0,350126.0,1908851.0,33444147.0,2286974.0
1898,3843715.0,57938117.0,835298.0,2943014.0,35781144.0,719799.0,117558075.0,22027294.0,42642094.0,2697643.0,367269.0,1917167.0,33763465.0,2296083.0
1899,3730670.0,58069922.0,826841.0,2943469.0,35957981.0,720574.0,117812085.0,22006021.0,43216384.0,2714130.0,378927.0,1922933.0,33887110.0,2296038.0
1900,3604925.0,58671230.0,818810.0,2932203.0,36167136.0,714578.0,117955518.0,22055960.0,44070967.0,2702741.0,393267.0,1926621.0,34042463.0,2276149.0
1901,3511793.0,59147074.0,810474.0,2929785.0,36380839.0,711448.0,117857750.0,21939049.0,44799068.0,2723196.0,410418.0,1929960.0,34245032.0,2256470.0
1902,3410839.0,59787160.0,755279.0,2925755.0,36609751.0,700220.0,118119146.0,21857901.0,45900676.0,2750619.0,430340.0,1934569.0,34474753.0,2248157.0
1903,3339073.0,60300449.0,748883.0,2922906.0,36739087.0,698951.0,118065124.0,21820852.0,46546443.0,2767989.0,442473.0,1936538.0,34621302.0,2247390.0
1904,3235591.0,61237483.0,744454.0,2908289.0,36982713.0,700608.0,117947525.0,21965560.0,47798072.0,2797612.0,460443.0,1941166.0,34853778.0,2229962.0
1905,3171877.0,61941153.0,741766.0,2903242.0,37162365.0,699374.0,117515685.0,22085555.0,48824213.0,2821097.0,476300.0,1944354.0,35062732.0,2205104.0
1906,3083332.0,62589101.0,731593.0,2901373.0,37383464.0,684728.0,117755826.0,22103799.0,49963044.0,2841844.0,492708.0,1952722.0,35274322.0,2214315.0
1907,2984760.0,63188316.0,727626.0,2899803.0,37599860.0,664025.0,118029920.0,22064163.0,51029681.0,2865501.0,506887.0,1960431.0,35461906.0,2221373.0
1908,2866825.0,64175761.0,722574.0,2895521.0,37843246.0,652436.0,118287883.0,22010878.0,52540514.0,2899054.0,531568.0,1962920.0,35773516.0,2222553.0
1909,2842231.0,64327190.0,722454.0,2895867.0,37893630.0,648673.0,118339567.0,22017581.0,52845817.0,2908011.0,538129.0,1962775.0,35844962.0,2223274.0
1910,2782179.0,65405076.0,720170.0,2899422.0,38123905.0,640190.0,118706700.0,22009925.0,54552338.0,2948909.0,561187.0,1975035.0,36195756.0,2236252.0
1911,2710982.0,66185557.0,719328.0,2861279.0,38328965.0,639554.0,119074428.0,22106807.0,55991301.0,2972917.0,580912.0,1983192.0,36370908.0,2220127.0
1912,2680858.0,66877739.0,715579.0,2852841.0,38516676.0,640582.0,119394664.0,22223483.0,57264102.0,2890413.0,600876.0,1988446.0,36636647.0,2230812.0
1913,2663818.0,67306021.0,715185.0,2851807.0,38621598.0,637780.0,119593284.0,22303370.0,57973688.0,2893715.0,611956.0,1992225.0,36691938.0,2240566.0
1914,2634070.0,68144325.0,713373.0,2810538.0,38724848.0,640776.0,119538497.0,22446049.0,59342859.0,2910497.0,633348.0,2000173.0,36980827.0,2259357.0
1915,2602721.0,69225537.0,712737.0,2721120.0,38967951.0,644997.0,118548465.0,22565993.0,61160443.0,2916755.0,657308.0,2010965.0,37055613.0,2285110.0
1916,2589235.0,69931226.0,713320.0,2653818.0,39096684.0,638315.0,118215297.0,22520638.0,62329882.0,2936242.0,668161.0,2016168.0,37123299.0,2301235.0
1917,2578152.0,70596258.0,664515.0,2602684.0,39258257.0,630252.0,118124885.0,22110797.0,63609799.0,2954287.0,684352.0,2019414.0,37234640.0,2317629.0
1918,2565644.0,71324045.0,664922.0,2598226.0,39292086.0,627091.0,118130857.0,21744013.0,64938584.0,2980440.0,707612.0,2016653.0,37428158.0,2326205.0
1919,2533223.0,72580794.0,666028.0,2601728.0,38542636.0,635126.0,118795361.0,21713608.0,67007826.0,3026340.0,742944.0,2012784.0,37620756.0,2340683.0
1920,2531054.0,73003130.0,665618.0,2592547.0,38614977.0,631172.0,118956960.0,21469526.0,67899709.0,3023256.0,756266.0,2009150.0,37727149.0,2350694.0
1921,2499565.0,74117387.0,650100.0,2600274.0,38697647.0,613140.0,119587105.0,21136447.0,69712727.0,3051569.0,792355.0,1991881.0,37992116.0,2372041.0
1922,2479185.0,74764130.0,650545.0,2596129.0,37251707.0,613955.0,119788407.0,21251786.0,70755456.0,2942137.0,810208.0,1973374.0,37667484.0,2380135.0
1923,2460320.0,75250431.0,652082.0,2597353.0,37284315.0,599214.0,119304148.0,21216547.0,71489891.0,2942019.0,827481.0,1971661.0,37730306.0,2380996.0
1924,2383431.0,76329638.0,654207.0,2606516.0,36819321.0,597792.0,119289677.0,21218028.0,72462984.0,2965797.0,859497.0,1958184.0,37580223.0,2394078.0
1925,2354846.0,77150395.0,655907.0,2612352.0,37364788.0,601941.0,119452985.0,21276529.0,73764192.0,2976756.0,880212.0,1948478.0,38165827.0,2401092.0
1926,2296757.0,78552290.0,659845.0,2623814.0,36726704.0,606402.0,119933590.0,21533560.0,75114817.0,3027066.0,914021.0,1932480.0,38404998.0,2414773.0
1927,2292716.0,79186102.0,659697.0,2632588.0,36767894.0,609622.0,120310279.0,21655439.0,75941024.0,3046520.0,927408.0,1929953.0,38481802.0,2417944.0
1928,2283343.0,80897813.0,663268.0,2558943.0,36937964.0,620847.0,120896303.0,22068479.0,78503783.0,3110956.0,964739.0,1922836.0,38961962.0,2449105.0
1929,2286660.0,81248799.0,665104.0,2568999.0,36971066.0,616233.0,121246901.0,22068470.0,79361821.0,3123064.0,978252.0,1919214.0,39040712.0,2458163.0
1930,2293191.0,81605504.0,666667.0,2580073.0,35836772.0,610688.0,121568581.0,22130360.0,80416604.0,3030467.0,990590.0,1895907.0,38737607.0,2471768.0
1931,2257180.0,83454835.0,670429.0,2606769.0,35735518.0,582053.0,122851890.0,22291967.0,83106652.0,3082956.0,1041907.0,1885817.0,39119598.0,2502896.0
1932,2244016.0,84320548.0,672623.0,2611003.0,35692028.0,584003.0,123257722.0,22428970.0,84286885.0,3108378.0,1059481.0,1886213.0,39229655.0,2516878.0
1933,2233334.0,85038837.0,632860.0,2619011.0,35747837.0,585275.0,123661034.0,22584698.0,85326292.0,3138413.0,1076627.0,1889373.0,39336322.0,2530479.0
1934,2205184.0,86841189.0,635056.0,2637612.0,35708900.0,587690.0,124442191.0,22875500.0,87565188.0,3151707.0,1120072.0,1895481.0,39510441.0,2543253.0
1935,2215173.0,87782157.0,637835.0,2650551.0,35674948.0,589283.0,124980830.0,23041835.0,89046652.0,3188073.0,1146496.0,1895556.0,39602620.0,2559146.0
1936,2219139.0,88668637.0,639987.0,2659106.0,35726050.0,589477.0,125414227.0,23180364.0,90291604.0,3218141.0,1163656.0,1889236.0,39750847.0,2564091.0
